shot_type,count,year
Fadeaway Jump Shot,6064,2020
Cutting Dunk Shot,5862,2020
Turnaround Jump Shot,5408,2020
Putback Layup Shot,5194,2020
Hook Shot,4532,2020
Driving Floating Bank Jump Shot,4456,2020
Turnaround Fadeaway shot,4242,2020
Driving Reverse Layup Shot,4186,2020
Turnaround Hook Shot,3760,2020
Dunk Shot,3578,2020
Running Jump Shot,3372,2020
Alley Oop Dunk Shot,3368,2020
Driving Dunk Shot,3318,2020
Running Dunk Shot,3032,2020
Reverse Layup Shot,2640,2020
Running Pull-Up Jump Shot,2474,2020
Driving Hook Shot,2042,2020
Running Finger Roll Layup Shot,1908,2020
Alley Oop Layup shot,1770,2020
Jump Bank Shot,1426,2020
Tip Dunk Shot,1386,2020
Cutting Finger Roll Layup Shot,1168,2020
Turnaround Fadeaway Bank Jump Shot,932,2020
Putback Dunk Shot,892,2020
Finger Roll Layup Shot,808,2020
Running Reverse Layup Shot,618,2020
Running Alley Oop Dunk Shot,328,2020
Driving Bank Hook Shot,276,2020
Turnaround Bank Hook Shot,260,2020
Hook Bank Shot,232,2020
Reverse Dunk Shot,176,2020
Step Back Bank Jump Shot,122,2020
Running Alley Oop Layup Shot,92,2020
Driving Reverse Dunk Shot,90,2020
Running Reverse Dunk Shot,52,2020
Jump Shot,130414,2021
Pullup Jump shot,44882,2021
Driving Layup Shot,35742,2021
Step Back Jump shot,16780,2021
Driving Floating Jump Shot,16612,2021
Layup Shot,15418,2021
Cutting Layup Shot,9480,2021
Floating Jump shot,9436,2021
Running Layup Shot,8756,2021
Driving Finger Roll Layup Shot,8234,2021
Tip Layup Shot,7776,2021
Fadeaway Jump Shot,5968,2021
Putback Layup Shot,5662,2021
Turnaround Jump Shot,5398,2021
Cutting Dunk Shot,5252,2021
Turnaround Fadeaway shot,4658,2021
Driving Floating Bank Jump Shot,4246,2021
Turnaround Hook Shot,4174,2021
Hook Shot,4034,2021
Driving Reverse Layup Shot,3996,2021
Running Jump Shot,3586,2021
Running Dunk Shot,3286,2021
Driving Dunk Shot,3132,2021
Alley Oop Dunk Shot,3102,2021
Dunk Shot,3070,2021
Reverse Layup Shot,2720,2021
Running Pull-Up Jump Shot,2542,2021
Driving Hook Shot,1900,2021
Running Finger Roll Layup Shot,1762,2021
Alley Oop Layup shot,1630,2021
Jump Bank Shot,1182,2021
Tip Dunk Shot,1136,2021
Cutting Finger Roll Layup Shot,1090,2021
Putback Dunk Shot,874,2021
Turnaround Fadeaway Bank Jump Shot,854,2021
Running Reverse Layup Shot,734,2021
Finger Roll Layup Shot,708,2021
Running Alley Oop Dunk Shot,382,2021
Driving Bank Hook Shot,322,2021
Turnaround Bank Hook Shot,290,2021
Hook Bank Shot,210,2021
Running Alley Oop Layup Shot,174,2021
Reverse Dunk Shot,150,2021
Step Back Bank Jump Shot,144,2021
Driving Reverse Dunk Shot,48,2021
Running Reverse Dunk Shot,20,2021
Jump Shot,141860,2022
Pullup Jump shot,52498,2022
Driving Layup Shot,37888,2022
Step Back Jump shot,20620,2022
Driving Floating Jump Shot,19172,2022
Layup Shot,15954,2022
Cutting Layup Shot,10564,2022
Running Layup Shot,10304,2022
Driving Finger Roll Layup Shot,10096,2022
Floating Jump shot,9672,2022
Tip Layup Shot,8918,2022
Fadeaway Jump Shot,8062,2022
Putback Layup Shot,6628,2022
Cutting Dunk Shot,6242,2022
Turnaround Jump Shot,6160,2022
Turnaround Fadeaway shot,5952,2022
Running Jump Shot,5888,2022
Driving Floating Bank Jump Shot,5192,2022
Turnaround Hook Shot,4660,2022
Running Dunk Shot,4384,2022
Hook Shot,4270,2022
Driving Reverse Layup Shot,3972,2022
Alley Oop Dunk Shot,3690,2022
Running Pull-Up Jump Shot,3612,2022
Dunk Shot,3592,2022
Driving Dunk Shot,3520,2022
Reverse Layup Shot,2838,2022
Driving Hook Shot,2490,2022
Running Finger Roll Layup Shot,2414,2022
Alley Oop Layup shot,1848,2022
Tip Dunk Shot,1440,2022
Cutting Finger Roll Layup Shot,1344,2022
Turnaround Fadeaway Bank Jump Shot,1126,2022
Jump Bank Shot,1092,2022
Putback Dunk Shot,1036,2022
Running Reverse Layup Shot,944,2022
Finger Roll Layup Shot,858,2022
Running Alley Oop Dunk Shot,752,2022
Driving Bank Hook Shot,464,2022
Turnaround Bank Hook Shot,322,2022
Hook Bank Shot,298,2022
Running Alley Oop Layup Shot,254,2022
Reverse Dunk Shot,250,2022
Step Back Bank Jump Shot,154,2022
Driving Reverse Dunk Shot,86,2022
Running Reverse Dunk Shot,64,2022
Jump Shot,127962,2023
Pullup Jump shot,54428,2023
Driving Layup Shot,38338,2023
Driving Floating Jump Shot,22492,2023
Step Back Jump shot,20914,2023
Running Layup Shot,13532,2023
Layup Shot,11648,2023
Cutting Layup Shot,11036,2023
Driving Finger Roll Layup Shot,11032,2023
Tip Layup Shot,9370,2023
Running Jump Shot,8796,2023
Floating Jump shot,8662,2023
Fadeaway Jump Shot,7846,2023
Putback Layup Shot,7050,2023
Driving Floating Bank Jump Shot,6712,2023
Cutting Dunk Shot,6680,2023
Turnaround Fadeaway shot,6428,2023
Turnaround Jump Shot,5736,2023
Running Pull-Up Jump Shot,5202,2023
Running Dunk Shot,5138,2023
Turnaround Hook Shot,5092,2023
Driving Reverse Layup Shot,4436,2023
Driving Dunk Shot,3880,2023
Hook Shot,3748,2023
Dunk Shot,3274,2023
Alley Oop Dunk Shot,3116,2023
Running Finger Roll Layup Shot,3000,2023
Driving Hook Shot,3000,2023
Reverse Layup Shot,2800,2023
Tip Dunk Shot,1644,2023
Alley Oop Layup shot,1590,2023
Cutting Finger Roll Layup Shot,1356,2023
Running Reverse Layup Shot,1248,2023
Putback Dunk Shot,1120,2023
Running Alley Oop Dunk Shot,936,2023
Jump Bank Shot,902,2023
Finger Roll Layup Shot,810,2023
Driving Bank Hook Shot,786,2023
Turnaround Bank shot,612,2023
Turnaround Bank Hook Shot,402,2023
Fadeaway Bank shot,364,2023
Running Alley Oop Layup Shot,322,2023
Hook Bank Shot,284,2023
Reverse Dunk Shot,238,2023
Turnaround Fadeaway Bank Jump Shot,200,2023
Step Back Bank Jump Shot,148,2023
Driving Reverse Dunk Shot,82,2023
Running Reverse Dunk Shot,48,2023
